voterTag,machine,vote,office,date,columns3,county,subdivision,columns2,instructions,columns,code
XNJNT,25019,ROY HALLADAY,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJFN,25029,DANTE-MAGAZZU,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCHR,25040,MCORMICK,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCHT,25057,NOT-THESE-GUYS,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJRC,25068,EORGE LOPEZ,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNHTH,25070,DONALD NORCROSS,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNNCC,25070,MICHAEL-BROGAN,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCJM,25079,NJ IS CORRUPT,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJMX,25081,NONE-OF-THE-ABOVE,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNNHJ,25530,PROCHOICE IS HATE,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFX,25545,JESUS-CHRIST,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJZJ,25547,BENJAMIN PERLOFF,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFT,25548,CORY BOOKER,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNMH,25555,ASHLEE HENDERSON,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNHTM,25592,MOTHER-TERESA,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCCM,25595,MICKEY MOUSE,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJRT,25604,ED WHITE,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCCH,25622,DAN MANDZAK,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJRJ,25623,EUGENE KUZINSKI,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFT,25626,"KIM, ANDY",US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJFC,25649,JEFFREY LIANO,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCXX,25664,CHRISSY HOULAHAN,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
MMJNR,25665,CHRISSY HOULAHAN,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCTC,25671,NATALIE RIVERA,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCTH,25677,TRICIA FLANAGAN,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFH,25686,ROBERT-LEONCHUCK,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNCM,25707,EDWARD FORCHION,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCJC,25744,TIMOTHY SIMONS,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNHF,25744,JAMES R DILORETO,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNMM,25766,JORDAN PETERSON,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNMH,23724,ROGERADAMS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNRT,25007,NONE OF THEM,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNMT,25017,IAN SCHULTZ,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNHR,25042,ELTON CUSTS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCHJ,25043,ANDY-KIM,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJRC,25068,CHARLES DICKINS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNCC,25070,AASIM-JOHNSON,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFJ,25075,FIGHT-CORRUPTION,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJJX,25081,WILLIAM THOMASHEFSKY III,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJMX,25081,NONE-OF-THE-ABOVE,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJRJ,25089,ANDREW RODGERS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCZX,25114,BABE RUTH,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNHF,25118,MICHAEL BEESE,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFM,25133,GRITTY,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCJN,25133,ALEX LAW,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJCN,25133,ALEX LAW,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCMF,25157,"ALEXANDRIA,OCASIO-CORTEZ",House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJFR,25167,SATCHELL,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCNN,25185,NICK FOLES,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJZM,25185,JAIME SCHLUSSEL,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNHH,25187,RAY CIVITELLA,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCMR,25191,ALEX-LAW,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNJZH,25191,ALEX LAW,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCMZ,25194,ALEXANDRIA OCASIO CORTEZ,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNRN,25200,JUDY GREEBERG,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNRMF,25213,MOM,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
MMHNZ,25221,FELICIA MASON,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNHTN,25229,TROY JURIMAS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNCC,25247,JAMES BROWN,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCRR,25258,PATRICK-LOOMIS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNNCN,25259,BRIANLAWRENCE,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCFZ,25273,TRENAE WILLIAMS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
XNCHC,25329,BERNIE SANDERS,House of Representatives 1st District,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Congressional Dist 1,Write-in Name,Vote for One,Machine Voter Tag,CAM_20181106_E
